,mean_absolute_error,_step,loss,mean_squared_error,_runtime,val_mean_squared_error,epoch,val_mean_absolute_error,_timestamp,val_loss,run_id,batch_size,future,past,units,dropout,runtime,best_val_loss,best_epoch,pretrained,trainable,preprocess,optimizer,train_split,h_pass,l_pass,layers_transferred,bci_task,repetitions
0,1.0126135349273682,0.0,,1.873899221420288,69.0,2.1932690143585205,30,1.1162047386169434,1638697258.0,2.1932690143585205,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
1,0.9848279356956482,1.0,,1.505163550376892,130.0,0.6067743897438049,30,0.6211090683937073,1638697319.0,0.6067743897438049,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
2,0.6469635367393494,2.0,,0.7485544681549072,193.0,0.8310043811798096,30,0.575397253036499,1638697382.0,0.8310043811798096,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
3,0.4178069233894348,3.0,,0.3065226972103119,255.0,0.676922082901001,30,0.657451331615448,1638697444.0,0.676922082901001,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
4,0.36604073643684387,4.0,,0.24927876889705658,320.0,0.9312180876731873,30,0.7261970043182373,1638697509.0,0.9312180876731873,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
5,0.3109588325023651,5.0,,0.18710912764072418,385.0,10.150833129882812,30,1.2588516473770142,1638697574.0,10.150833129882812,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
6,0.3748164772987366,6.0,,0.5673303008079529,451.0,9.42631721496582,30,1.4471648931503296,1638697640.0,9.42631721496582,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
7,0.3856692314147949,7.0,,0.3035389482975006,516.0,0.8348578214645386,30,0.72342449426651,1638697705.0,0.8348578214645386,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
8,0.39594781398773193,8.0,,0.2960383892059326,580.0,1.0590139627456665,30,0.5781916379928589,1638697769.0,1.0590139627456665,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
9,0.4302942454814911,9.0,,0.32749420404434204,644.0,0.9217343926429749,30,0.6257122755050659,1638697833.0,0.9217343926429749,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
10,0.38443487882614136,10.0,,0.3766011893749237,707.0,0.4660358726978302,30,0.5444121956825256,1638697896.0,0.4660358726978302,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
11,0.35936686396598816,11.0,,0.3575538098812103,771.0,0.6543192267417908,30,0.622981607913971,1638697960.0,0.6543192267417908,4a3na06s,9,16,37,535,0.4437495528250805,,0.2994064688682556,20,,,advanced,adam,0.7478413622569275,0.0068843572878976,0.07679280640310704,,,
